TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100
20121110 6:00,0,-0.8493183614,0.0137338449,0.8494293953,-0.9125212337,-0.0244977692,0.9128500111
20121110 7:00,0,-1.341487612,0.1250754049,1.347305782,-1.5088583301,0.1142347018,1.5131764693
20121110 8:00,0,-2.6986471623,-0.0441837378,2.6990088383,-3.2913675012,-0.1353540895,3.2941494741
20121110 9:00,0.0130746558,-4.054670063,-0.2114457225,4.0601796282,-6.7017283255,-0.581372501,6.7268979874
20121110 10:00,0.216086769,-4.4096836025,-0.32528373,4.4216647294,-8.0249093126,-0.746036275,8.0595123673
20121110 11:00,0.1721721002,-3.9713157634,-0.473073424,3.9993933736,-7.6426776691,-1.1252815813,7.7250747951
20121110 12:00,0.2406275835,-3.9463094735,-0.9983259848,4.0706281128,-7.6027360879,-2.2286585237,7.9226583188
20121110 13:00,0.3528449732,-3.8318867532,-1.5889854711,4.1482804771,-7.3208228344,-3.4454849167,8.09109469
20121110 14:00,0.4462995579,-3.7246628133,-1.9629533115,4.2102611292,-7.0509849427,-4.2260171368,8.2204385225
20121110 15:00,0.5002246504,-3.620848822,-2.2215852759,4.2480568887,-6.7518875205,-4.8029886284,8.2859329501
20121110 16:00,0.7290176485,-3.4927863072,-2.4567506334,4.2702669545,-6.4086685842,-5.3131870148,8.3247215735
20121110 17:00,0.8534290644,-3.3037236005,-2.727365546,4.2840532735,-5.9479470892,-5.8700617466,8.3567756632
20121110 18:00,0.8978649222,-2.9672753368,-2.9136005319,4.1585804049,-5.2424673,-6.3575702429,8.2402768634
20121110 19:00,0.9167535315,-2.7282000503,-3.0728738845,4.10921275,-4.681427415,-6.7484846355,8.2132702085
20121110 20:00,0.9241939542,-2.624386059,-3.189707629,4.1305734403,-4.3372796047,-6.9241692133,8.1704414608
20121110 21:00,0.9235289889,-2.7952623731,-3.949626258,4.8387022343,-3.8431186464,-6.9021276057,7.8999320514
20121110 22:00,0.8440476618,-2.4948080115,-4.7664638907,5.3798926602,-3.2370283733,-6.7063462681,7.4467061818
20121110 23:00,0.7286761799,-2.2042046126,-5.4370096979,5.8668213225,-2.7707336344,-7.2288620235,7.7416671995
20121111 0:00,0.5967794112,-1.6741470439,-5.628237579,5.8719525347,-2.0355298778,-7.3144353234,7.5923873704
20121111 1:00,0.4219833938,-1.4116237651,-5.9398914297,6.1053248768,-1.6914977865,-7.6524973157,7.8372112341
20121111 2:00,0.5502318393,-1.0744385605,-6.0735574767,6.1678617561,-1.2730043542,-7.7967358118,7.8999765446
20121111 3:00,0.5487850904,-0.9769025013,-6.2034315791,6.2798807197,-1.0998346581,-7.9845527472,8.0599453378
20121111 4:00,0.5740717444,-0.829836412,-6.2313971705,6.2864090837,-0.8598022182,-8.0434757073,8.0892991853
20121111 5:00,0.5225998347,-0.6408602974,-6.3086580416,6.3411251531,-0.5909081622,-8.1920106693,8.2132947873
20121111 6:00,0.498499335,-0.1562280033,-6.2546228311,6.2565736589,0.0589592252,-8.1877142035,8.1879264816
20121111 7:00,0.4579454369,0.4960443925,-5.8773243439,5.8982201962,0.9286559213,-7.810852771,7.8658644045
20121111 8:00,0.4345548327,1.026015714,-5.0459404913,5.1491964118,1.7810356479,-7.0822949203,7.3028069478
20121111 9:00,0.3721199813,0.0361771134,-2.8816881133,2.8819151906,1.04025417,-6.1389137774,6.2264268329
20121111 10:00,0.3684447,-0.5749472574,-2.8911679748,2.9477816417,-0.2161881809,-6.6311660068,6.6346891366
20121111 11:00,0.3707361346,-0.9506134853,-3.6253832471,3.7479420602,-0.6736447948,-7.7936669076,7.8227259429
20121111 12:00,0.5304985443,-1.0161455251,-4.2809156691,4.3998625767,-0.6048579433,-8.7609855031,8.7818403604
20121111 13:00,0.6339455807,-0.6701973152,-4.7501688128,4.7972146285,-0.1199827941,-9.3600355977,9.3608045734
20121111 14:00,0.9175443011,-0.1569900038,-5.0293507337,5.0318003402,0.7612585484,-9.7062079884,9.7360150006
20121111 15:00,0.9415818986,0.4175583449,-5.0772240342,5.0943654035,1.837796826,-9.7025253034,9.875044022
20121111 16:00,0.946380432,1.1018347601,-5.164912753,5.2811327937,2.8922078647,-9.730145441,10.1508914207
20121111 17:00,0.8645357823,3.6503453064,-3.3267676102,4.93886663,6.5480125608,-7.0546747827,9.625222324
20121111 18:00,0.7594892348,4.8874530571,2.301900149,5.4024014735,7.7996446423,4.0025869534,8.7667074131
20121111 19:00,0.5177743431,3.7322603561,1.9440353778,4.2082111302,6.0867077314,3.9264781299,7.2432894125
20121111 20:00,0.6930735775,3.4137441629,1.7530161688,3.8375402144,5.4758035256,3.6631661519,6.5881113005
20121111 21:00,0.6597444377,3.6781583233,2.4805955381,4.4364628788,4.9534082756,3.7398887562,6.2066916674
20121111 22:00,0.5205150785,3.2152430424,2.8730618037,4.3118756881,4.0991044414,3.8460728406,5.6209370675
20121111 23:00,0.7085385141,2.8654848302,3.3195632798,4.3852598191,3.5694937874,4.2763332057,5.5703062379
20121112 0:00,0.5098486755,2.4467655761,3.4437494654,4.2244611686,2.9965907093,4.3370975083,5.2716193599
20121112 1:00,0.2860249452,2.7778459044,3.7940759845,4.7022803451,3.4247300025,4.7713625314,5.8732168354
20121112 2:00,0.1789475576,2.5760745872,3.6464740527,4.4646313729,3.1468923716,4.5259398624,5.5124462116
20121112 3:00,0.1015420006,2.6195702005,3.5929627784,4.4465188139,3.1922320988,4.4198861751,5.4521316541
20121112 4:00,0.0862927285,2.7230736506,3.6455821982,4.5503186339,3.3161255396,4.4992876268,5.589300291
20121112 5:00,0.1777254592,2.4721683999,3.8792480961,4.6000198248,2.9929481813,4.8157829239,5.6700532614
20121112 6:00,0.159906186,2.2277069437,4.1053332302,4.6708071206,2.6929678929,5.1456043388,5.8076949028
20121112 7:00,0.2432964308,1.9393471371,4.359065856,4.7710085365,2.3386853729,5.5353932837,6.0091620114
20121112 8:00,0.2660220697,1.569231687,4.7282936489,4.9818921022,1.9032131088,6.1944808586,6.4802633623
20121112 9:00,0.3589464793,1.2389872158,4.6417837554,4.8042945115,1.6121953245,6.8935467868,7.0795593837
20121112 10:00,0.3512993782,0.9498219348,4.1806949415,4.2872335955,1.1556348152,7.1511850638,7.2439588377
20121112 11:00,0.5649599224,0.1447503519,4.0085670091,4.0111796433,-0.0258341242,6.9712824739,6.9713303416
20121112 12:00,0.6582527587,-1.0493653277,3.4752379749,3.6302130203,-2.1415123274,6.2172463098,6.5757301287
20121112 13:00,0.6233780238,-2.8991371039,2.6921896604,3.9563722164,-5.0501085516,4.6525379812,6.8665643556
20121112 14:00,0.4460389634,-3.6405762155,2.5521684925,4.4460498418,-5.8145574414,4.2388730753,7.1956322299
20121112 15:00,0.4225045829,-3.6470200101,2.2587483383,4.2898367113,-5.8519890767,3.8735153463,7.0178271062
20121112 16:00,0.3084810036,-3.7468988258,1.7405808318,4.131449194,-6.1250818525,3.1816677319,6.9021472931
20121112 17:00,0.3379281837,-3.7521344089,1.2460474714,3.9536245299,-6.2347407277,2.5070330196,6.7199111976
20121112 18:00,0.4004528953,-3.8846349345,1.1666724145,4.0560464861,-6.4804187847,2.3904294891,6.9072411835
20121112 19:00,0.6228568348,-3.8802048258,0.8491721868,3.9720376248,-6.5436835204,1.9551096418,6.8295129934
20121112 20:00,0.6082635419,-4.2076301369,0.7515141111,4.2742162823,-6.8932211852,1.5619891675,7.0679776788
20121112 21:00,0.588045002,-4.4315519979,0.6177359253,4.4743994886,-6.3006414941,1.1300008497,6.4011706083
20121112 22:00,0.7042342116,-4.8101249284,0.1967805671,4.8141483585,-6.3349098926,0.3298785283,6.3434929802
20121112 23:00,0.7395043313,-4.6820545115,-0.7053303327,4.7348838768,-5.9853722278,-0.8722483459,6.0485947031
20121113 0:00,0.6064393803,-3.9402126626,-0.6874932413,3.9997403395,-4.8919467123,-0.9266633268,4.9789404051
20121113 1:00,0.3619657812,-2.7070366833,-0.3454929909,2.728994872,-3.2249285291,-0.4866097067,3.2614341975
20121113 2:00,0.1046691348,-1.4983108346,-0.4696209234,1.5701844379,-1.6590579703,-0.6464049403,1.780537193
20121113 3:00,0,-0.5662125929,-0.9366719098,1.0945094641,-0.4204356584,-1.2221750674,1.2924697436
20121113 4:00,0,0.6041349751,-1.1621447999,1.3097937257,0.9328465655,-1.4296552277,1.7070784355
20121113 5:00,0,1.9618141506,-0.3187819168,1.9875453887,2.4303148592,-0.5378456388,2.4891179655
20121113 6:00,0,3.2168979224,0.7370911291,3.3002629556,3.9661671577,0.7395016565,4.0345191316
20121113 7:00,0.0077010172,3.8727485401,1.6649081435,4.215459688,4.8617939387,1.9975720664,5.2561710839
20121113 8:00,0.0156266849,3.9859834672,2.4524920189,4.6800407373,5.1880579803,3.2150595599,6.1034870018
20121113 9:00,0.1937924589,3.0010675917,2.7765601971,4.0884829971,5.0212351898,4.8353324991,6.9708853963
20121113 10:00,0.2209661766,1.1566302231,2.3641097885,2.6318830835,2.4593489142,5.2984850331,5.8414331056
20121113 11:00,0.0611947809,0.1777940753,2.5326252411,2.5388582759,-0.3928779113,5.5429971047,5.5569029104
20121113 12:00,0.0220067575,-0.8827384125,1.9701214458,2.1588435831,-3.0113559891,4.122595029,5.1052967265
20121113 13:00,0.0911272061,-2.0895643463,1.2190688923,2.4191750911,-5.1834969842,2.3902117831,5.7080428654
20121113 14:00,0.0957729772,-2.6618187091,0.9020712926,2.8105180051,-5.9344455929,1.9240155303,6.2385479285
20121113 15:00,0.1460048165,-2.8457304698,0.7516250959,2.943318228,-6.0997920755,1.5526818448,6.2943057024
20121113 16:00,0.2104615219,-2.7860731425,0.3596008028,2.8091842753,-5.8507881463,0.5649951158,5.8780048838
20121113 17:00,0.1648574818,-2.7526346405,0.1679095653,2.7577510922,-5.4945058444,-0.0518652143,5.494750629
20121113 18:00,0.1792980123,-2.7381952874,0.0072503109,2.7382048862,-5.3542565957,-0.5561079512,5.3830585866
20121113 19:00,0.2318662162,-2.6614387261,-0.1204129108,2.6641612868,-4.9320325419,-0.9827358603,5.0289874493
20121113 20:00,0.3059110025,-2.5679629139,-0.2036886123,2.5760284505,-4.3011569742,-1.3327635147,4.5029112697
20121113 21:00,0.2509435319,-2.6686584027,-0.5265783608,2.7201144168,-3.6648682776,-1.6538758411,4.0207666918
20121113 22:00,0.12753855,-2.1811402437,-0.9692751326,2.3868110619,-2.871598843,-1.8354843922,3.4080907954
20121113 23:00,0.1034470364,-1.2524618488,-1.4025444666,1.8803700868,-1.3637963942,-1.7867848925,2.2477857676
20121114 0:00,0.016687035,0.4403623122,-1.2407067825,1.3165379926,0.7153372044,-1.4682089984,1.6332008385
20121114 1:00,0.0120143057,1.7027295331,-1.2298628067,2.1004405219,2.2223654684,-1.4697852685,2.6644280833
20121114 2:00,0.0642320549,3.5301931581,-0.4399214752,3.5574983679,4.3871410831,-0.6198297358,4.4307105282
20121114 3:00,0.2878670788,4.2751665043,0.0269578916,4.2752514976,5.3180199759,-0.0817596092,5.3186484277
20121114 4:00,0.4652600554,4.5796782887,0.3078446651,4.5900132425,5.7225513158,0.2290409781,5.7271330814
20121114 5:00,0.4975378311,4.6763362229,0.9746344383,4.7768224541,5.900707527,1.0876750612,6.0001155287
20121114 6:00,0.6190198052,4.6849804284,1.3909035756,4.8870905834,5.952986985,1.6512384298,6.1777538309
20121114 7:00,0.5113313684,4.8472557406,2.2318768884,5.3363997845,6.2793529218,2.8396574292,6.8915838115
20121114 8:00,0.419548183,4.0735993489,2.4448616041,4.7509535799,5.4012610546,3.2708729037,6.3144461778
20121114 9:00,0.249469825,2.5903322699,1.9016451412,3.2134211538,4.5932135098,3.6196421491,5.8480269864
20121114 10:00,0.0531882391,1.2658042372,2.0652848831,2.4223257451,2.9248389621,4.9724111973,5.7688435643
20121114 11:00,0.061230725,-0.1581321586,2.6215756553,2.6263405522,-0.4981966172,5.8700987574,5.8912018546
20121114 12:00,0.2374555192,-1.3082044077,1.988947787,2.3806117012,-2.7380922298,4.5379412664,5.30000566
20121114 13:00,0.1792800403,-2.1557294645,1.2550994598,2.4944827477,-4.5475705572,2.8890166848,5.3876539772
20121114 14:00,0.1878796593,-2.7663247071,0.7004956953,2.8536374339,-5.6926429574,1.7331422494,5.9506273533
20121114 15:00,0.1721900722,-3.1403830539,0.154748721,3.1441935201,-6.2002105107,0.4335293226,6.2153485864
20121114 16:00,0.2238866324,-3.4940096423,-0.3467143026,3.5111699173,-6.5280991501,-0.665934535,6.5619773939
20121114 17:00,0.2552658064,-3.3655253152,-0.368645402,3.3856550444,-6.270254833,-1.2468550044,6.3930229996
20121114 18:00,0.2599205636,-3.3195538587,-0.013530292,3.3195814329,-6.2535051038,-1.0635206266,6.3432958473
20121114 19:00,0.15892671,-3.5002963372,0.404425853,3.5235826539,-6.2286342937,-0.2352614699,6.2330757354
20121114 20:00,0.0599547105,-4.0507750598,0.4866674759,4.0799048784,-7.1681418348,0.5224844645,7.1871585052
20121114 21:00,0.0319183351,-4.7313097832,0.7734587762,4.7941141771,-7.3219348034,1.3963060109,7.4538848758
20121114 22:00,0,-4.634651849,1.2247333222,4.7937427416,-6.2529975362,1.7347694776,6.489175859
20121114 23:00,0,-4.2924198952,1.7380053993,4.6309320147,-5.5992505276,2.3249109069,6.0627400732
20121115 0:00,0.0592448151,-4.3702177446,1.9999133367,4.8060853602,-5.6799537686,2.5755040505,6.236593295
20121115 1:00,0.0295909565,0.1945756987,3.0527246915,3.0589193753,0.3115111673,3.8360887158,3.8487161291
20121115 2:00,0.1006164408,-0.0633677074,1.8820109096,1.8830774095,-0.0551136773,2.3605360354,2.3611793435
20121115 3:00,0.0751860106,2.4892465498,-0.6054429634,2.5618176296,3.0857234394,-0.5832438863,3.1403602621
20121115 4:00,0.3221307645,-1.1365542639,-2.5354935532,2.7785757419,-1.2576431675,-3.1958093235,3.4343650896
20121115 5:00,0.015204342,-2.398268264,-1.6372231425,2.9038233908,-2.8257861233,-2.4172198241,3.7186044281
20121115 6:00,0.0215664426,-1.6228604103,-1.1398992552,1.9831909195,-1.8184527573,-1.6271189208,2.4401406543
20121115 7:00,0,-2.1517627154,-0.96341603,2.3575947977,-2.5051790179,-1.3560776838,2.8486608426
20121115 8:00,0.1385823658,-2.1419024935,0.1505561003,2.1471873302,-2.5319805582,0.1744157878,2.537980775
20121115 9:00,0.1156141045,-2.0709088955,-0.282098993,2.0900343287,-3.2217409555,-0.2609245774,3.2322896558
20121115 10:00,0.269733295,-3.2423032626,0.4655557102,3.2755568329,-5.0725643087,1.1403272232,5.1991590514
20121115 11:00,0.232773804,-3.1330520034,0.8210254686,3.238842027,-5.4498086315,1.8461855799,5.7540260093
20121115 12:00,0.2680349376,-3.9017549063,1.3855214582,4.1404542093,-6.5653595379,2.713203591,7.1039017158
20121115 13:00,0.1900093455,-4.845180942,2.1406860859,5.297010032,-7.9064479349,3.6424878322,8.7051500018
20121115 14:00,0.4269975917,-4.8767336522,2.7623409451,5.6047353739,-7.8887488044,4.4927619831,9.0783956697
20121115 15:00,0.4277703893,-4.680318031,2.7327184653,5.4196980619,-7.5873578977,4.6863628666,8.9179592276
20121115 16:00,0.6884637504,-4.5237377066,2.8779103384,5.361582859,-7.4573957114,4.8653128726,8.9041574641
20121115 17:00,0.7274361094,-4.1735026231,3.124068974,5.2132457355,-6.7266744695,5.1243194601,8.4561693069
20121115 18:00,0.6937385428,-3.9956242192,3.4198765546,5.2593315687,-6.534512482,5.7051221108,8.674576167
20121115 19:00,0.7812443837,-3.8642860629,3.3197442283,5.0944487942,-6.2022745194,5.4827427175,8.2782049335
20121115 20:00,0.8234876532,-4.1632479922,3.1194795757,5.2022866768,-6.529961277,5.0840295464,8.2757326388
20121115 21:00,0.8128122641,-4.6038027088,3.014340633,5.5028400697,-6.6821737987,4.4812505792,8.0456853922
20121115 22:00,0.7775601165,-4.6779515778,3.1107179971,5.6178107321,-6.248797948,4.1986979383,7.5283823077
20121115 23:00,0.6563297509,-4.4215858072,3.2479827278,5.4863296338,-5.7173183457,4.2468365363,7.1220326897
20121116 0:00,0.6674634269,-2.7485033475,4.1812994527,5.0037521686,-3.6328664708,5.2415264815,6.3774068908
20121116 1:00,0.6166115524,-3.9118428122,2.8321776286,4.8294662549,-4.8996289825,3.6248785679,6.0947607663
20121116 2:00,0.3624869703,-3.0358379735,3.232938291,4.4348846879,-3.8126091928,4.0196833119,5.5402024138
20121116 3:00,0.327432515,-3.1287339784,2.8219122428,4.2133318186,-3.854040238,3.5430482441,5.2351520528
20121116 4:00,0.336014162,-2.8935769418,2.7155628457,3.9682576891,-3.5362205101,3.4165831983,4.9171024239
20121116 5:00,0.2451026203,-2.722145667,3.0247562666,4.0693030736,-3.3519613883,3.8076683821,5.0728673999
20121116 6:00,0.2679720355,-2.6077085595,3.3881509247,4.2754778235,-3.265828426,4.2965248619,5.3968288093
20121116 7:00,0.3438499694,-2.8092076233,3.8094423588,4.7332334144,-3.5869190259,4.9086581931,6.0795487789
20121116 8:00,0.4382031559,-3.4190900904,3.8755514434,5.1681791801,-4.5703612027,5.2163189559,6.9352855004
20121116 9:00,0.418523777,-3.0515450274,2.655202377,4.0450002123,-5.0937007203,4.5287316898,6.8158049962
20121116 10:00,0.41192804,-2.8540849204,1.5284736293,3.2375966963,-5.7462396813,3.4537788,6.7043164061
20121116 11:00,0.6010657417,-3.0811640435,1.5034260879,3.4283905648,-6.1153030702,3.3443174578,6.9700352151
20121116 12:00,0.408405521,-2.9303763254,2.2614221769,3.7015045145,-5.6432072137,4.4378681484,7.1791685702
20121116 13:00,0.5397721146,-2.6750245051,2.3562743419,3.5647980135,-5.1809239732,4.5680527544,6.9071759195
20121116 14:00,0.4355253226,-2.9712146657,2.0643267692,3.6179499167,-5.6622873003,4.0595357423,6.9671606781
20121116 15:00,0.4558427087,-2.7638815532,1.5510574781,3.1693564869,-5.5112820437,3.3039336616,6.4257456692
20121116 16:00,0.3171255526,-2.7006045644,1.2763557536,2.9870301342,-5.4584029466,2.86768239,6.1658547678
20121116 17:00,0.2943010675,-2.6669465916,1.0669418828,2.8724500176,-5.515098061,2.5084791505,6.0587766315
20121116 18:00,0.4168433917,-2.6808585537,1.1026654255,2.8987710543,-5.4649446906,2.5244201227,6.0198270263
20121116 19:00,0.3709967291,-3.0008336818,0.989335566,3.1597132224,-5.8400046782,2.3474753316,6.2941476844
20121116 20:00,0.2910391431,-3.3235014477,0.9819444882,3.4655269225,-5.9523046163,2.1721246378,6.3362493391
20121116 21:00,0.308211423,-3.8418342288,0.699030455,3.9049114995,-5.7506008439,1.3793269553,5.9137088968
20121116 22:00,0.3169997484,-3.8911992556,0.368895647,3.9086462676,-5.1296803121,0.5514591342,5.1592370832
20121116 23:00,0.2638474534,-3.4334508255,0.1097973089,3.4352059647,-4.3076011532,0.1555916587,4.3104102426
20121117 0:00,0.0863286726,-2.3034404853,0.1307386959,2.3071477361,-2.7359471645,0.1890677002,2.7424721479
20121117 1:00,0,0.4132730637,0.2517917121,0.4839356274,0.6020719573,0.2847988023,0.6660337826
20121117 2:00,0,1.3620373777,0.9414718304,1.6557521027,1.703604459,1.1180122809,2.0376995885
20121117 3:00,0.0041335682,2.1326191254,1.6273123935,2.6825752478,2.6035565128,1.9705737879,3.2652209066
20121117 4:00,0.00710794,2.724555495,2.2306025179,3.5211915935,3.3217557039,2.7426225318,4.307672145
20121117 5:00,0.0553448834,2.9045893087,2.5608042726,3.8722548437,3.5563821267,3.1770169746,4.7687829358
20121117 6:00,0.1609845081,2.9740110878,2.7662204804,4.0616151586,3.6698399744,3.4778476089,5.056001328
20121117 7:00,0.2649707056,3.0841603106,2.9965937976,4.300188276,3.8659127597,3.8336016784,5.4444268105
20121117 8:00,0.3720031631,3.3275993492,3.3104774423,4.6938447274,4.3235995141,4.4165390485,6.1805606482
20121117 9:00,0.2526149312,3.4507073041,3.0709851813,4.6193431224,5.2934988819,5.0213209667,7.2962178328
20121117 10:00,0.7028773229,2.2390658533,3.5634081468,4.2084787651,3.4902901766,6.5429497765,7.4156805011
20121117 11:00,0.5724902052,1.4124838705,3.748186745,4.0054980414,2.0428764695,6.7289405005,7.0322105009
20121117 12:00,0.4997034614,1.3990623265,3.5787663679,3.8425179388,2.1403620959,6.5816458331,6.9209256443
20121117 13:00,0.2242370871,0.7178032679,3.1976905057,3.2772650338,1.1798257544,6.0948244748,6.2079686041
20121117 14:00,0.2459023759,0.0323789025,2.6587129324,2.6589100869,0.0551610702,5.5056458053,5.5059221277
20121117 15:00,0.0974533626,-0.4970778659,1.9944698678,2.0554796176,-1.0386607039,4.667439287,4.7816111883
20121117 16:00,0.1073200101,-0.9622037857,1.6412307814,1.9024916828,-2.1043933993,4.013351103,4.5316066307
20121117 17:00,0.1512616369,-1.2699736729,1.3551839126,1.8572443476,-2.7113378077,3.4703580495,4.4039456967
20121117 18:00,0.0530534488,-1.5166523946,1.1771245361,1.9198584999,-3.1337755221,3.1164763698,4.4196124249
20121117 19:00,0.0590111786,-1.611528826,1.199201979,2.0087584582,-3.2797285785,3.1938684832,4.5779269803
